parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;180;;51,25;Memenuhi
2;365;;43,16;Memenuhi
3;10000;;4054;Memenuhi
4;2;;0,039;Memenuhi
5;24;;1,02;Memenuhi
6;235;;64,2;Memenuhi
7;160;;142,08;Memenuhi
8;2;<;0,2;Memenuhi
9;230;;208,9;Memenuhi
10;60;;72,3;Tidak Memenuhi
11;;;34,6;Memenuhi
12;;;2,1;Memenuhi
13;;;52,3;Memenuhi
14;;;Selatan;Memenuhi
15;;;Berawan;Memenuhi
