parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;180;;49,66;Memenuhi
2;365;;44,98;Memenuhi
3;10000;;3860;Memenuhi
4;2;;0,061;Memenuhi
5;24;;1,66;Memenuhi
6;235;;67,8;Memenuhi
7;160;;145,8;Memenuhi
8;2;;0,3;Memenuhi
9;230;;223,78;Memenuhi
10;60;;65,5;Tidak Memenuhi
11;;;35,5;Memenuhi
12;;;2,2;Memenuhi
13;;;42,9;Memenuhi
14;;;Timur;Memenuhi
15;;;Cerah;Memenuhi
