parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;150;;94;Memenuhi
2;365;;40;Memenuhi
3;10.000;;1.375;Memenuhi
4;2;;0.1;Memenuhi
5;24;;1;Memenuhi
6;235;;22;Memenuhi
7;160;;29;Memenuhi
8;2;;0.2;Memenuhi
9;230;;154;Memenuhi
10;;;;
11;;;;
12;;;;
13;;;;
14;;;;
15;;;;
