parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;150;;114;Memenuhi
2;365;;34;Memenuhi
3;10.000;;2.777;Memenuhi
4;2;;0.1;Memenuhi
5;24;;1;Memenuhi
6;235;;35;Memenuhi
7;160;;15;Memenuhi
8;2;;0.05;Memenuhi
9;230;;98;Memenuhi
10;;;;
11;;;;
12;;;;
13;;;;
14;;;;
15;;;;
