parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;180;;51,21;Memenuhi
2;365;;45,28;Memenuhi
3;10000;;3760;Memenuhi
4;2;;0,066;Memenuhi
5;24;;1,55;Memenuhi
6;235;;68,87;Memenuhi
7;160;;146,7;Memenuhi
8;2;;0,3;Memenuhi
9;230;;228,41;Memenuhi
10;60;;74,8;Tidak Memenuhi
11;;;29,2;Memenuhi
12;;;0,7;Memenuhi
13;;;59,8;Memenuhi
14;;;Utara;Memenuhi
15;;;Berawan;Memenuhi
