parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;150;;63;Memenuhi
2;365;;93;Memenuhi
3;10.000;;2.272;Memenuhi
4;2;;0.1;Memenuhi
5;24;<;10;Memenuhi
6;235;;23;Memenuhi
7;160;;18;Memenuhi
8;2;;0.01;Memenuhi
9;230;;84;Memenuhi
10;60;;71,4;Tidak Memenuhi
11;-;;30,2;Memenuhi
12;-;;3,2;Memenuhi
13;-;;58,3;Memenuhi
14;-;;;
15;-;;;
