parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;180;;52,12;Memenuhi
2;365;;44,79;Memenuhi
3;10000;;4048;Memenuhi
4;2;;0,062;Memenuhi
5;24;;1,4;Memenuhi
6;235;;78,9;Memenuhi
7;160;;152,12;Memenuhi
8;2;<;0,2;Memenuhi
9;230;;203,22;Memenuhi
10;60;;68,8;Tidak Memenuhi
11;;;32,7;Memenuhi
12;;;2,2;Memenuhi
13;;;58,1;Memenuhi
14;;;Utara;Memenuhi
15;;;Cerah;Memenuhi
