parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;150;;93;Memenuhi
2;365;;42;Memenuhi
3;10.000;;2.186;Memenuhi
4;2;;0.1;Memenuhi
5;24;;1;Memenuhi
6;235;;40;Memenuhi
7;160;;21;Memenuhi
8;2;< ;0.1;Memenuhi
9;230;;94;Memenuhi
10;;;;
11;;;;
12;;;;
13;;;;
14;;;;
15;;;;
