parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;180;;31.18;Memenuhi
2;365;;25.86;Memenuhi
3;10000;;3082;Memenuhi
4;2;;0.051;Memenuhi
5;24;;1.38;Memenuhi
6;235;;28.88;Memenuhi
7;160;;65.6;Memenuhi
8;2;<;0.2;Memenuhi
9;230;;344.67;Tidak Memenuhi
10;60;;68.2;Tidak Memenuhi
11;-;;32.4;Memenuhi
12;-;;1.2 ;Memenuhi
13;-;;52.2;Memenuhi
14;-;;Barat Daya;Memenuhi
15;-;;Cerah;Memenuhi
