parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;150;;56;Memenuhi
2;365;;89;Memenuhi
3;10.000;;1.156;Memenuhi
4;2;;0.2;Memenuhi
5;24;<;10;Memenuhi
6;235;;16;Memenuhi
7;160;;25;Memenuhi
8;2;;0.05;Memenuhi
9;230;;146;Memenuhi
10;60;;70.7;Tidak Memenuhi
11;-;;36.6;Memenuhi
12;-;;0.8;Memenuhi
13;-;;42.6;Memenuhi
14;-;;;
15;-;;;
