parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;150;;103;Memenuhi
2;365;;37;Memenuhi
3;10.000;;1.139;Memenuhi
4;2;;0.1;Memenuhi
5;24;;1;Memenuhi
6;235;;35;Memenuhi
7;160;;21;Memenuhi
8;2;<;0.01;Memenuhi
9;230;;98;Memenuhi
10;60;;70.7;Tidak Memenuhi
11;-;;33.1;Memenuhi
12;-;;1.5;Memenuhi
13;-;;45.7;Memenuhi
14;-;;;
15;-;;;
