parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;150;;46;Memenuhi
2;365;;86;Memenuhi
3;10.000;;1.697;Memenuhi
4;2;;0.2;Memenuhi
5;24;<;10;Memenuhi
6;235;;39;Memenuhi
7;160;;25;Memenuhi
8;2;;0.2;Memenuhi
9;230;;184;Memenuhi
10;60;;70,2;Tidak Memenuhi
11;-;;31,4;Memenuhi
12;-;;0,8;Memenuhi
13;-;;56,5;Memenuhi
14;-;;;
15;-;;;
