parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;180;;41,14;Memenuhi
2;365;;37,29;Memenuhi
3;10000;;2780;Memenuhi
4;2;;0,048;Memenuhi
5;24;;1,12;Memenuhi
6;235;;62,71;Memenuhi
7;160;;116,5;Memenuhi
8;2;<;0,2;Memenuhi
9;230;;174,32;Memenuhi
10;60;;70,7;Tidak Memenuhi
11;;;33,1;Memenuhi
12;;;1,5;Memenuhi
13;;;45,7;Memenuhi
14;;;Utara;Memenuhi
15;;;Cerah;Memenuhi
