parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;180;;39,8;Memenuhi
2;365;;36,86;Memenuhi
3;10000;;2026;Memenuhi
4;2;;0,04;Memenuhi
5;24;;0,92;Memenuhi
6;235;;42,12;Memenuhi
7;160;;89,86;Memenuhi
8;2;<;0,2;Memenuhi
9;230;;168,02;Memenuhi
10;60;;71,1;Tidak Memenuhi
11;;;36;Memenuhi
12;;;3,7;Memenuhi
13;;;43,7;Memenuhi
14;;;Utara;Memenuhi
15;;;Cerah;Memenuhi
