parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;180;;41,89;Memenuhi
2;365;;41,23;Memenuhi
3;10000;;2784;Memenuhi
4;2;;0,042;Memenuhi
5;24;;0,7;Memenuhi
6;235;;52,78;Memenuhi
7;160;;98,76;Memenuhi
8;2;<;0,2;Memenuhi
9;230;;221,86;Memenuhi
10;60;;77,2;Tidak Memenuhi
11;;;30,5;Memenuhi
12;;;2,1;Memenuhi
13;;;58,7;Memenuhi
14;;;Timur;Memenuhi
15;;;Cerah;Memenuhi
