parameter;baku_mutu;tandabaca;hasil_uji;keterangan
1;180;;45,88;Memenuhi
2;365;;43,48;Memenuhi
3;10000;;4042;Memenuhi
4;2;;0,046;Memenuhi
5;24;;1,22;Memenuhi
6;235;;72,34;Memenuhi
7;160;;143,12;Memenuhi
8;2;<;0,2;Memenuhi
9;230;;202,24;Memenuhi
10;60;;65,5;Tidak Memenuhi
11;;;36,8;Memenuhi
12;;;2,1;Memenuhi
13;;;43;Memenuhi
14;;;Timur;Memenuhi
15;;;Cerah;Memenuhi
